id,trigger,conditions,script,text,options,notes
PLLeaveThreatsD2,PLLeaveThreats,"$id == reynard_hannan score:100
!HA_CMD canSendPLPunitiveExpedition
$player.numTimesLeftLeague >= 1","AdjustRepActivePerson VENGEFUL -50
SetTextHighlightColors bad
Highlight ""will never be allowed to rejoin""","レイナードは一瞬目を閉じ、""あなたは一連のひどい過ちを犯しました、$playerName、""彼は嘲りの悲しみを込めた声で言います。""あなたには大きな可能性がありました。より大きなものの一部となり、持続可能で美しいものを築くために。""

""あなたは何度も混沌を選びました。あなたのような野蛮人が率いる反乱政権は...リーグに再加入することは決して許されません。""

""別の封鎖を心配しないでください、キャプテン、""彼はその低い称号を吐き捨て、彼の目は冷凍ポッドの霜のように輝いています。""いつか、私たちはあなたのところに来ます。そして、私たちが来るとき、私たちは火を持って来ます。""",,
PLLeaveNeverMind2,PLLeaveNeverMind,$id == reynard_hannan score:100,,"""ああ。それが私が思ったことです、""レイナードは偽りの優雅さで言います。""それはあなたが犯しそうな野暮な失言のように聞こえます。""",,
# Talking to someone other than Reynard on Kazeron and can join the League; get pointed to Reynard,,,,,,
plNotReynardHannanJoinLeague,PopulateOptions,"$isPerson
$id != reynard_hannan
$market.id == kazeron
$personFaction.id == persean
Commission personCanGiveCommission
HA_CMD canJoinLeague
!$player.isLeagueMember",,,"notRH_joinLeague:""ペルセアン・リーグへの参加についてお話ししたいです。""",
notRH_joinLeagueSel,DialogOptionSelected,$option == notRH_joinLeague,SetEnabled notRH_joinLeague false,"""わかりました、わかりました、"" $heOrSheは$hisOrHerの手を合わせ、$hisOrHerの次の言葉を考えます。

""公式なプロセスがあります。スポンサーを見つけ、リーグ評議会に会うための代表団を送信し、質問期間、投票があります。"" $HisOrHerの目は今あなたに向けられ、通信を通じてあなたの目と何とか合います。""しかし、あなたがやりたいのはレイナード・ハンナンと話すことです。ゲンズ・ハンナンが許可しない限り、リーグ評議会では何も動きません。"" $HisOrHerの目は再び逸れ、$heOrSheは小さく肩をすくめます。

""カゼロンへようこそ。""",,
,,,,,,
,,,,,,
# Stopping payments to Gens Hannan without leaving the League,,,,,,
plReynardHannanStopPaying,PopulateOptions,"$isPerson
$id == reynard_hannan
$player.isLeagueMember
$player.payingHouseHannan",,,"rh_stopPaying:""私はゲンズ・ハンナンへの支払いを即座に停止します。""",
rh_stopPayingSel,DialogOptionSelected,$option == rh_stopPaying,,"""ああ？もしあなたが破産の危機に直面しているなら、私はいくつかの投資家と話をすることができます。もちろん、個人的な好意として。""彼はあなたの状況を反映しながら、貴族的な義務を漂わせています。

その後、彼に合理的でありながら懸念の表情が浮かびます。""今理解しました - あなたは乞うように見えることを避けたいのですね。私の人々が何らかの遅延システムを設定できるかもしれません？もちろん、静かに。外部の人々にはあなたの問題を知る必要はありません。""

彼は微笑みます。","rh_confirmNoPay:""私は助けを求めているのではありません。支払いが終了することをお伝えしています。今すぐ。""
rh_abortNoPay:""気にしないで、再考しました。""",
rh_abortNoPaySel,DialogOptionSelected,$option == rh_abortNoPay,FireAll PopulateOptions,"""もちろん、あなたが言い間違えたのだと思いました。"" 彼はカジュアルに横を向き、間違いなく壮観な景色を眺めています。

""それはあなたがするかもしれないことの一つであり、もちろん私は許します。""",,
rh_confirmNoPaySel,DialogOptionSelected,$option == rh_confirmNoPay,HA_CMD stopPayingHouseHannan true,"レイナードはあなたの表示を見て、眉をおよそ半センチ上げます。

""あなたは偉大さの顧客になれたかもしれません。"" 彼は後ろに寄りかかり、非常に冷たい表情をしています。""あなたが私が想像したよりも愚かであるか、またはGens Hannanを越えることの結果を完全に理解していないことを知るのは悲しいです。""

""今、私はあなたの... デモンストレーションをしなければなりません。""",cutCommLink:通信リンクを切断する,
,,,,,,
# Restarting payments to Gens Hannan,,,,,,
plReynardHannanRestartPayments,PopulateOptions,"$isPerson
$id == reynard_hannan
$global.houseHannanMachinationsInEffect",,,"rh_restartPayments:""Gens Hannanへの支払いを停止するという私の決定は、考慮不足だったかもしれません。""",
rh_restartPaymentsSel,DialogOptionSelected,"$option == rh_restartPayments
HA_CMD canRemakeDealWithHouseHannan score:1000",,"""可哀想に。"" レイナードは悲しげに微笑み、彼の顔には許しの仮面が浮かんでいます。""あなたが教訓を学んだことを願っています。""

彼は冷たい無関心の表情に変わります。""私を越えて戻るチャンスはこれ一度だけだということを十分に理解してください。""","rh_confirmPayAgain:""はい、私はひどい間違いを犯しました。どうか私の謝罪を受け入れてください。"" 
rh_abortPayAgain:""気にしないで、私はここに懇願しに来たわけではありません。""",
rh_abortPayAgainSel,DialogOptionSelected,$option == rh_abortPayAgain,"AdjustRep $personFaction.id INHOSPITABLE -1
AdjustRepActivePerson INHOSPITABLE -1
FireAll PopulateOptions",レイナードはため息をつき、目を転がします。,,
rh_confirmPayAgainSel,DialogOptionSelected,$option == rh_confirmPayAgain,"HA_CMD endGHMachinations
$player.agreedToPayHouseHannanAgain = true
$player.payingHouseHannan = true
AddPotentialContact","""私の許しを大切にしてください、艦長。それは稀で貴重な贈り物です。"" 彼は何とかして通信を通じてあなたを見下ろします; 威厳があります。

""私たちの取り決めのあなたの役割を果たしてください、さもなければあなたの以前の問題はギレアドの公園を散歩するように思えるでしょう。""",cutCommLinkPolite:会話を終了する,
# Various refusals to accept payment again,,,,,,
rh_restartPaymentsRefuse1,DialogOptionSelected,"$option == rh_restartPayments
$player.agreedToPayHouseHannanAgain score:10","AdjustRepActivePerson INHOSPITABLE -1
RemoveOption rh_restartPayments","""私の言葉を思い出してください、艦長。あなたには許しのチャンスが一度ありました、"" 彼は厳しい口調で言います、""そしてあなたはそれを無駄にしました。""

""あなたの裏切りを私に思い出させないでください。""",,
rh_restartPaymentsRefuse2,DialogOptionSelected,"$option == rh_restartPayments
$player.untrustworthy > 2 score:10",RemoveOption rh_restartPayments,"""あなたには汚点があります、艦長、"" 彼は真剣に言います。""それは約束を守らない者の臭いです。嘘は単なる陰謀として許せますが... 誓いを裏切ることは？""

彼はゆっくりと頭を振ります。""不名誉よりも悪い、それは未開です。あなたは野蛮人です、艦長。私が築いた世界の一部にはなれません。""

""誤解しないでください、"" 彼は止まり、あなたに視線を固定します。""それでも野蛮人には役割があります。""",,
rh_restartPaymentsRefuse3,DialogOptionSelected,"$option == rh_restartPayments
!$player.isLeagueMember score:10",RemoveOption rh_restartPayments,"""あなたの小さなコロニー - 何と呼ばれていましたか？忘れてしまいました - はペルセアンリーグのメンバーではありません、艦長。野蛮人にパトロンになる必要は何ですか？""

彼はため息をつき、目をそらします。""あなたのような傭兵には役割があることは認めます。しかし、そうした取引の後には必ず消毒が必要な気がします。""",,
rh_restartPaymentsRefuse4,DialogOptionSelected,"$option == rh_restartPayments
!HA_CMD canRemakeDealWithHouseHannan",RemoveOption rh_restartPayments,"""いいえ。""

レイナードは後ろに寄りかかり、手を前で合わせます。彼の説明の欠如は非常に意図的であり、それを認めることは彼に小さな勝利を譲るように感じます。",,# failsafe
,,,,,,
"# Bounty hunter sent as a result of GensHannanMachinations, requires stopping payments to Gens Hannan *twice*",,,,,,
GensHannanMachinationsHail,GensHannanMachinationsHail,,$entity.ignorePlayerCommRequests = true,"接続が有効であることが確認され、傭兵の艦長があなたの前に現れ、手を組みます。

""$playerName."" $HeOrSheは開かれた中立的な表情をしています。""あなたがジェンの顧客になると、あなたは合意を結びます。もしあなたがその合意の役割を果たさなければ、私はGens Hannanを尊重しない人々に何が起こるかの例にするために支払われます。""

$HeOrSheは少し待ち、次に謝罪するように付け加えます。""私の契約の条件により、これをお伝えする必要があります。私は今あなたを攻撃しますので、戦闘配置を命じることをお勧めします。"" $HeOrSheは通信の切断に手を伸ばします。","cutCommLink2:""理解できますが、もし不便であれば。""
cutCommLink:何も言わない",
,,,,,,
# Tri-Tachyon commerce raider (independent flagged),,,,,,
triTachCommerceRaiderComms,OpenCommLink,"$entity.triTachCommerceRaider score:1000
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true 7,"""接触を確認しました、"" 傭兵はあなたを見つめ、無表情です。

""私たちは契約業務の真っ最中です、私の時間を無駄にしないでください。""",cutCommLink:通信リンクを切断する,
triTachCommerceRaiderCommsWeaker,OpenCommLink,"$entity.triTachCommerceRaider score:1000
$entity.relativeStrength < 0",$entity.ignorePlayerCommRequests = true 7,"""接触を確認しました、"" 傭兵はあなたを見つめ、汗をかき、無表情です。

""私たちは契約業務の真っ最中です。あなたの$shipOrFleetから三、二...で離脱するように設定します。""",cutCommLink:通信リンクを切断する,
,,,,,,
"# Tri-Tachyon mercenary (Tactistar) attack, fleet conversations",,,,,,
ttma_commandHail,BeginFleetEncounter,"$TTMA_command score:1100
HA_CMD updateTTMAData
$attackReversible
!$ttma_commandHailedPlayer","HailPlayer
$ttma_commandHailedPlayer = true 7",,,
ttma_detachmentCommsNotHostile,OpenCommLink,"$entity.TTMA_fleet score:1000
!$entity.isHostile",$entity.ignorePlayerCommRequests = true 7,"""こんにちは、独立した$shipOrFleet、"" $postが言います。""この部隊からコースを明けておくようにしてください、ナビゲーション操作を行う可能性があります。""

""ビジネスの話がある場合は、オペレーションコマンドに連絡してください。""

""そしてタクティスターを代表して、"" $heOrSheが付け加えます、""あなたにとって非常に安全な一日を願っています。""",cutCommLink:通信リンクを切断する,
ttma_detachmentCommsHostile,OpenCommLink,"$entity.TTMA_fleet score:1000
$entity.isHostile",$entity.ignorePlayerCommRequests = true 7,"""敵の$shipOrFleetとの接触を確認しました、"" $postが厳しい口調で言います。

""この部隊の運用プロトコルはあなたの$shipOrFleetに対する敵対行動を排除しません、"" $heOrSheが言います。それは法的な脅威ですが、暗に示されています。",cutCommLink:通信リンクを切断する,
ttma_commandCommsNotHostile,OpenCommLink,"$entity.TTMA_command score:1100
HA_CMD updateTTMAData","$entity.ignorePlayerCommRequests = true 7
FireBest TTMACommandGreeting
FireAll TTMACommandOptions",,,
TTMACommandGreeting1,TTMACommandGreeting,$attackReversible,,"""タクティスター運用指揮艦隊を確認しました、"" $postが表示を見つめます、""$ShipOrFleetのキャプテン$playerName。""

$HeOrSheは$hisOrHerの眉を上げます、""あなたのために、あなたの識別情報が私たちの運用契約に含まれていることを指摘します。今、私は、ああ、ターゲットと契約履行の詳細について話す習慣はありません。しかし。""

タクティスター$postはあなたに何らかの提案をする前に止まります - これはおそらく$hisOrHer契約の条件に反するでしょう - しかし$heOrSheは$heOrSheが何らかの提案を期待しているように見えます。",,
TTMACommandGreeting2,TTMACommandGreeting,!$attackReversible,,"""タクティスター運用指揮艦隊を確認しました、"" $postが表示を見つめます、""$ShipOrFleetのキャプテン$playerName。""

$HeOrSheは$hisOrHerの眉を上げます、""あなたのプロファイルは私たちの契約の範囲に含まれています。私は、ああ、プロジェクト成功のターゲットと契約の詳細について話すことを禁じられています。しかし、タクティスターは私たちのプライベートな運用契約の期間中、あなたとあなたの$shipOrFleetに対して敵対行動を追求することをお知らせします。""

タクティスター$postはすべてビジネスで、虚無のように冷たいです; あなたは$himOrHerにとって単なるプロジェクト目標です。",,
TTMACommandOptions1,TTMACommandOptions,$attackReversible,DoCanAffordCheck 500000 ttma_offerBribe1,,"ttma_offerBribe1:""では、$triTachSystemを襲撃するために50万クレジットを支払うというのはどうですか。""",
TTMACommandOptions2,TTMACommandOptions,,,,cutCommLink:通信リンクを切断する,
ttma_offerBribe1Sel,DialogOptionSelected,$option == ttma_offerBribe1,DoCanAffordCheck 1000000 ttma_offerBribe2,"""艦長、艦長！"" $HeOrSheは驚いたふりをして$hisOrHerの頭を振ります、""私の言葉は私の絆です。さらに、タクティスターは契約を持っています！契約には寛大なサイン報酬が含まれています。""

""もし傭兵が単に最高入札者にサービスを売ることができ、名誉や道徳といった概念を無視できるなら、私たちはどこにいるのでしょうか？"" $HeOrSheは漠然と手を振ります、""私たちが住む世界を想像してみてください。""

$HeOrSheは数秒間宇宙を見つめ、夢想にふけっているようです。$HeOrSheはあなたに向き直り、表情は完全に真剣です。""いいえ、あなたの提案はまったく受け入れられません。""","ttma_offerBribe2:""わかりました。それでは100万でどうですか？""
cutCommLink:通信リンクを切断する",
ttma_offerBribe2Sel,DialogOptionSelected,$option == ttma_offerBribe2,,"""タクティスター宇宙セキュリティ株式会社を代表して、あなたの提案を喜んで受け入れます、"" $postが微笑みます。

$HeOrSheは手を振ります、""詳細を整理できる人がいますが、暫定的に標準フォームのいくつかの識別トークンを置き換えてそこから進めます。実際、私たちはすぐに運用資産の移動を開始できます... 全額支払いの後に。""","ttma_bribeConfirm:クレジットの移転を手配する
cutCommLink:通信リンクを切断する",
ttma_bribeConfirmSel,DialogOptionSelected,$option == ttma_bribeConfirm,"AddCredits -1000000
HA_CMD retargetTTMA
$player.bribedTTMercAttack = true","""お取引できて嬉しいです、艦長$playerName。さて、もしよろしければ、私は伝達する命令があります。""

$HeOrSheは微笑み、通信の切断に手を伸ばしますが、何かを思い出して引っ込めます。

""そしてタクティスターを代表して、"" $heOrSheが言います、""あなたにとって非常に安全な一日を願っています。""","cutCommLink:""輝き続けてください、$rank。""",
,,,,,,
# Bounty hunters sent after you as a result of the Tri-Tachyon Commerce Raiding mini-event,,,,,,
#TTCR_BountyHunterOptionsBut,TTCR_BountyHunterOptions,"$player.counterRaidedTriTach
!$entity.ttcr_wolfpack
!$entity.ttcr_phase
!$entity.ttcr_derelict",,,"ttcrBH_but:""トライ・タキオンと合意に達しました。降伏しても構いません。""","# I dunno, generic case?"
TTCR_BountyHunterOptionsButWolf,TTCR_BountyHunterOptions,"$entity.ttcr_wolfpack
$player.counterRaidedTriTach",,,"ttcrBH_but:""あの、トライ・タキオンと合意に達しました。降伏しても構いません。""",
TTCR_BountyHunterOptionsButPhase,TTCR_BountyHunterOptions,"$entity.ttcr_phase
$player.counterRaidedTriTach",,,"ttcrBH_but:""むしろ、トライ・タキオンと合意に達しました。""",
TTCR_BountyHunterOptionsButDer,TTCR_BountyHunterOptions,"$entity.ttcr_derelict
$player.counterRaidedTriTach",,,"ttcrBH_but:""必要ありません。トライ・タキオンと合意に達しました。""",
TTCR_BountyHunterOptionsButDer2,TTCR_BountyHunterOptions,"$entity.ttcr_derelict
$player.luddicFaithfulOrChurchCom",,,"ttcrBH_butFaith:""信仰の$playerBrotherOrSisterを攻撃するなんてどういうことですか？""",
TTCR_BountyHunterOptionsCut,TTCR_BountyHunterOptions,,,,cutCommLink:通信リンクを切断する,
TTCRBountyHunterWolfpack,TTCRBountyHunterHail,$entity.ttcr_wolfpack,"$entity.ignorePlayerCommRequests = true
FireAll TTCR_BountyHunterOptions","""$PlayerNameですか？あーああ、"" $heOrSheは奇妙な吃音の音を立てます。それが笑いなのか、真空で損傷した肺なのかはわかりません。

""私たちの略奪の源に会えてとても嬉しいです。"" $postは奇妙な笑顔で座っており、目が大きいです。$HeOrSheはただあなたを見ていることに満足しているようです。",,
ttcrBH_butSelWolfpack,DialogOptionSelected,"$option == ttcrBH_but
$entity.ttcr_wolfpack",,"""あーああ、それがそうなのですか？"" $HeOrSheはほとんど傷ついたように見え、埋め込まれたインターフェースにアクセスする際に目がぴくぴくしています。

""いえ、ここには賞金がキャンセルされたという情報はありません。私の雇い主がこのようなミスをすることは決してありません。""

""申し訳ありませんが、キャプテン、あなたはまだ...死ななければなりません。""

$HisOrHerの目は奇妙な半円を描いて動き、戦闘システムの安全ロックを解除していると思われます。あなたの戦術士官の反応から判断すると、そうです。",cutCommLink:通信リンクを切断する,
TTCRBountyHunterPhase,TTCRBountyHunterHail,$entity.ttcr_phase,"$entity.ignorePlayerCommRequests = true
FireAll TTCR_BountyHunterOptions","リンクがちらつき、ほぼ安定します。

$HeOrSheはしばらく無表情であなたを見つめます。そして言います。""この会話はここでは無意味だと思います、$PlayerName。""

音声と映像の歪みが残り、通信ソフトウェアには完全に捉えられません。",,
ttcrBH_butSelPhase,DialogOptionSelected,"$option == ttcrBH_but
$entity.ttcr_phase",,"唯一の$hisOrHerの目だけが動き、補助ディスプレイに爬虫類のような瞬きがあり、再びあなたに戻ります。彼らがまだまばたきをしていないことに気づきます。

""あなたの言葉は無意味です。私がトライ・タキオンの連絡先と交換したキーでコーディングされたリコール命令だけが必要です。それが失敗すれば、契約は有効です。""

歪みの波がディスプレイを横切ります。

""通信を終了します、"" $heOrSheは言います。",cutCommLink:通信リンクを切断する,
TTCRBountyHunterDerelict,TTCRBountyHunterHail,$entity.ttcr_derelict,"FireAll MostLuddicEthosRefresh
$entity.ignorePlayerCommRequests = true
FireAll TTCR_BountyHunterOptions","通信が徐々に安定したリンクに変わります。

""祝福された日ですね、友よ！"" $HeOrSheは広く笑顔を見せ、その後再考します。""しかし、あなたにとってはそうでもないかもしれませんね？""

$postは$hisOrHerのコンソールのジャンクの中をかき回し、通信の視界から外れた後、ボロボロのデータパッドを調べます。""知っていました！ルドの便器の聖なる星々によって、$playerNameです！""

""始める前に一緒に祈りましょうか？""",,
ttcrBH_butSelDerelict,DialogOptionSelected,"$option == ttcrBH_but
$entity.ttcr_derelict",,"""ああ、私は高いヘゲモニーでなければなりません！"" $HeOrSheは笑います。""しかし、許してください、許してください - それは美徳ですからね；許し、"" $heOrSheは言います。""確認します。""

$postは振り向いて叫びます。""ペレグリン、契約のリコールに関する通信ログに何かありますか？""

$HeOrSheは通信を一瞬振り返り、あなたに懐疑的な笑みを浮かべた後、注意深く聞いているようです。通信機器の雑音の中で、何か叫ばれた返事があります。","ttcrBH_butDerelict2:""さて？""",
ttcrBH_butSelDerelict2,DialogOptionSelected,$option == ttcrBH_butDerelict2,,"""悪い知らせです。""

$HeOrSheは肩をすくめます。""あなたにとっては、まあ。終わったら祈りを捧げますが、早く済ませますよ。次のシフトには、ルドと聖なるプネウマと一緒にお茶を飲んでいることでしょう！私はちょっと嫉妬しています。""

$HeOrSheは伸びをし、再び直立します。""始めましょうか？""",cutCommLink:通信リンクを切断する,
ttcrBH_butSelDerelictFaith,DialogOptionSelected,$option == ttcrBH_butFaith,RemoveOption ttcrBH_butFaith," $HeOrSheは驚きさえしません。""十分な賞金があれば、もちろん！""

""私は家族がいます、$playerBrotherOrSister。とても大きな家族です。そして、良い行いを考えてください！マモンの富はそのような苦しみを和らげるのに役立ちます。""

$PersonNameは$hisOrHerの手を敬虔に合わせます。""私は思います - いいえ、私は信じています！ - ルドは理解してくれるでしょう。"" $HeOrSheは$hisOrHerの目を閉じて、至福の笑顔で祈りをつぶやきます。",,
,,,,,,
"# Making a deal with Tri-Tachyon after ""convincing"" them that attacking your interests is unprofitable",,,,,,
ttMakeDealOptNotContact,PopulateOptions,"$isPerson
$personFaction.id == tritachyon
Commission personCanGiveCommission
$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
!$isContact",,,"ttMakeDeal:""最近、トライ・タキオンとの間にいくつかの『摩擦』がありました。相互に利益のある取引をする時が来ました。""",
ttMakeDealOptContact,PopulateOptions,"$isPerson
$personFaction.id == tritachyon
$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
$isContact
$id != arroyo",,,"ttMakeDeal:""私の進行中のトライ・タキオンとの『問題』を解決するために、一緒に働けるかもしれません。""",
ttMakeDealOptContactArroyo,PopulateOptions,"$isPerson
$personFaction.id == tritachyon
$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
$isContact
$id == arroyo",,,"ttMakeDeal:""ライアン、私の進行中のトライ・タキオンとの『摩擦』を解決するための取引を手配してくれますか？""",
ttMakeDealOptNotContactArroyo,PopulateOptions,"$isPerson
$personFaction.id == tritachyon
$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
!$isContact
$id == arroyo",,,"ttMakeDeal:""トライ・タキオンとの進行中の『摩擦』を解決するための取引の可能性について話し合いたいです。""",
genericRePopulateOptions,DialogOptionSelected,$option == genericGoBack,FireAll PopulateOptions,,,
ttMakeDealOptSelNoHostile,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100","HA_CMD printTriTachDealRepReq
RemoveOption ttMakeDeal","""申し訳ありません、"" $Post $personLastNameは言います。""しかし、あなたはトライ・タキオン社に対して明らかな敵対状態にあるようです。""

""企業のガイドラインは、会社の財産や人的資源に対して破壊的行為を行っている政体、企業、団体との公式な交渉を明示的に禁止しています。""

$HeOrSheは不誠実な笑顔を見せます。",,
ttMakeDealOptSelNoHostileArroyo,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100
$id == arroyo","HA_CMD printTriTachDealRepReq
RemoveOption ttMakeDeal","""本当に？"" アローヨの口調は苛立っています。""あなたはトライ・タキオンとの宣言された開戦の真っ只中にいて、私があなたのために持っていく巧妙な取引を彼らが聞くと思っているのですか？""

""星よ、"" 彼はほとんど信じられないように頭を振ります。""PRの打撃だけでも...""",,
ttMakeDealOptSelNoHostileArroyoContact,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100
$isContact
$id == arroyo","HA_CMD printTriTachDealRepReq
RemoveOption ttMakeDeal","""本当に？"" アローヨは苛立っているようです。""まず第一に、私を『ライアン』と呼ばないでください。""

""第二に、どうしてそれがそんなに簡単だと信じられるのでしょうか？あなたはトライ・タキオンとの宣言された開戦の真っ只中にいます。彼らは私を通じてあなたと単に取引をすることはありません。""

彼は頭を振ります。""想像してみてください。PRはひどいことになるでしょう。""",,
ttMakeDealOptSelNoContact,DialogOptionSelected,"$option == ttMakeDeal
!$isContact score:100","AddTextSmall ""Requires a known contact"" bad
RemoveOption ttMakeDeal","""申し訳ありません、"" $Post $personLastNameは言います。""そのリクエストにはお手伝いできないと思います。また、企業のガイドラインにより、この会話を上司に報告する必要があることをお知らせしなければなりません。彼らはきっと...あなたのことを面倒見てくれるでしょう。""

$HeOrSheは不誠実な笑顔を見せます。",,
ttMakeDealOptSelNoContactArroyo,DialogOptionSelected,"$option == ttMakeDeal
!$isContact score:100
$id == arroyo","AddTextSmall ""Requires a known contact"" bad
RemoveOption ttMakeDeal","""いいえ、"" 彼は言います。

アローヨは完全には笑いませんが、どこか満足しているようです。",,
ttMakeDealOptSelNoUnimportant,DialogOptionSelected,"$option == ttMakeDeal
$isContact
!$importanceAtLeastHigh score:100","AddTextSmall ""Contact must have high importance"" bad
RemoveOption ttMakeDeal","""ああ、"" $HeOrSheは言い始めます。""あなたの提案は興味深いです。問題は... うーん。"" $HeOrSheはしばらく考えます。

""私はあなたを助けたいと思っています、本当に。ですが、この提案を上司に持っていくことは、私のキャリアを促進するよりも妨げる可能性が高いと心から信じています。""

""あなたたち二人は私の窮状を理解し、共感していると確信しています。"" $HeOrSheは謝罪するかのように肩をすくめます。",,
ttMakeDealOptSelContact,DialogOptionSelected,"$option == ttMakeDeal
$isContact",,"あなたは状況についての自分の視点を説明し、トライ・タキオンの$Postは頷き、何も驚くことはないようです。

""あなたを見て、あなたの声を聞き、私たちが一緒にこの誤解を解決できると信じています、"" $heOrSheは言います。顧客関係プロトコルのトレーニングで温かみのある声です。$HeOrSheは謝罪するような表情に変わり、""もちろん、私がこれに関与していると思ってほしくありません。トライ・タキオンは健全な内部競争を大いに信じており、一部の幹部は...過剰に熱心になります。"" $HeOrSheは首を振ります。""あなたと私が築いてきたビジネス関係をひどく誤解し、無礼です。""

$HisOrHerの表情は交渉モードにシームレスに移行します。""それでは、私が控えめな提案を説明させていただければと思います...""",ttMakeDeal2:提案を確認する,
ttMakeDealOptSelContactLowTrust,DialogOptionSelected,"$option == ttMakeDeal
$isContact
$player.untrustworthy > 2",,"あなたは状況についての自分の視点を説明します。トライ・タキオンの$Postは、何かがあるかのようにますます懐疑的に見えます。

""私たちには少し『信頼のギャップ』があります。あなたはさまざまな当事者との非常に重要な合意を破りました。これが提案を複雑にします。しかし、私はこの誤解を軽減できると信じています、"" $heOrSheは顧客関係プロトコルのトレーニングで温かみのある声で説明します。

""トライ・タキオン社は危機後のPRの困難に関する実務経験があり、特定の幹部があなたの過去の行動について理解を得るよう説得される可能性があると思います。"" $HeOrSheは明るく微笑みます。""結局のところ、私たちのコアバリューの一つは『箱の外で考えること』です。""

$HisOrHerの表情は交渉モードにシームレスに移行します。""それでは、私が控えめな提案を説明させていただければと思います...""",ttMakeDeal2:提案を確認する,
ttMakeDealOptSelContact2,DialogOptionSelected,$option == ttMakeDeal2,"SetTextHighlights ""increased accessibility""","$PersonNameは一連の条件を確認します。特定の航海図や商品先物予測のデータ共有、貿易艦隊の相互安全プロトコル、現場およびドック内のサービスアレンジメント。これは、あなたの植民地の貿易の市場規模に基づくアクセスの向上を意味し、比例してトライ・タキオンにも当てはまります。

""『カルテル』はとても不快な言葉です、"" $heOrSheは言います。""私は、私たちの提案をトライ・タキオンの株主価値を高め、顧客満足度を向上させ、"" $heOrSheは貪欲に微笑みます。""私たち二人にたくさんのクレジットをもたらす戦略的パートナーシップとして考えるのが好きです。""","ttDealConfirm:取引を確認する
cutCommLink:通信リンクを切断する",
ttMakeDealOptSelContactConfirm,DialogOptionSelected,$option == ttDealConfirm,HA_CMD makeTriTachDeal,"""あなたとビジネスができて嬉しいです、$playerName。あの不快なことを利益を上げながら忘れられることができて良かったです。""",cutCommLink:通信リンクを切断する,
ttMakeDealOptSelContactArroyo,DialogOptionSelected,"$option == ttMakeDeal
$isContact
$id == arroyo",,"""ふむ、""とアロヨは考え込んで背もたれに寄りかかる。

""まず、""彼は言う。""私を'ライアン'と呼ばないでください。""

彼は黒曜石のデスクの上で指を叩きながら考える。""これをうまく進める方法があるかもしれません、""と彼は推測する。""トライ・タキオンは内部競争を信じていて、私が読んでいる報告書が示す限りでは、あなたの'摩擦'の背後にいる上級幹部たちは少し手を打ちすぎたようです。ファイナンシャル・プリディクター部門は、彼らの最善の努力にもかかわらず、多くの赤字が出てきており、それは血が流れることを意味します。""

""比喩的に言えば、もちろん。""ライアンの顔に凄まじい笑みが浮かび始める。""さもなければ...詳細を話しましょう。""",ttMakeDealArroyo2:続ける,
ttMakeDealOptSelContactArroyoLowTrust,DialogOptionSelected,"$option == ttMakeDeal
$isContact
$id == arroyo
$player.untrustworthy > 2",,"""最初のビジネスの順序、""とアロヨは言う。""私を'ライアン'と呼ばないでください。""

""次に、あなたは自分が破った合意の後にチャンスがあると思うほど自分を高く評価しているに違いありません。""彼は黒曜石のデスクの上で指を叩きながら、あなたの評判を考慮しているのかもしれない、そして止まる。

""これを進める方法があるかもしれません、""と彼は言う。""トライ・タキオンは内部競争を信じていて、私が読んでいる報告書が示す限りでは、あなたの'摩擦'の背後にいる上級幹部たちは少し手を打ちすぎたようです。ファイナンシャル・プリディクターアレイは、彼らの最善の努力にもかかわらず、多くの赤字が出てきており、それは血が流れることを意味します。""

""比喩的に言えば、もちろん。""ライアンの顔に凄まじい笑みが浮かび始める。""さもなければ...詳細を話しましょう。""",ttMakeDealArroyo2:続ける,
ttMakeDealOptSelContactArroyo2,DialogOptionSelected,$option == ttMakeDealArroyo2,"SetTextHighlights ""increased accessibility""","アロヨは共有ドキュメントを引き出し、トライ・タキオンの最高レベルの接触先に提示するための条件パッケージを迅速に組み立てる：特定の航海図や商品先物予測のデータ共有、貿易艦隊のための相互安全プロトコル、共有フィールドおよびドック内サービスの取り決め。

これは、あなたの植民地の市場規模に比例したアクセスの向上を意味します。そして、その結果、トライ・タキオンの貿易アクセスに対する比例的な利益が得られます。

""これは正確にはカルテルではありませんが、良い第一歩です、""とライアンは言う。""あなたたち二人は機会を得て、もちろん、""彼の笑みが戻る、""私は取引を手配するための手数料を得て、幹部の中のいくつかの上昇したバカを排除します。ウィンウィンウィン。""

彼は背もたれに寄りかかり、自分の仕事を称賛する。""良い取引です、$playerName。受け入れることをお勧めします。""","ttDealConfirmArroyo:取引を確認する
cutCommLink:通信リンクを切断する",
