id,type,text1,text2,text3,text4,text5,notes
abandoned_station,GALLERY,放棄されたステーション 1,"植民地化プログラムは、修理ドック、産業ナノフォージ、通信ハブ、テラフォーミングデポ、武器庫、研究所、解凍されたクリオスリーパーの居住地を含む軌道インフラの重要な重力井の周りに建設を指示しました。

多くが残っています。人間ドメインの貪欲な夢と同じくらい壊れ、死んでいるものもまだあります。",解除された,,,
abandoned_station2,GALLERY,放棄されたステーション 2,"""古い軌道には幽霊がいるんだ - 笑わないで、泥靴。これは本当だ。私はそれを見たことがある... それよりも感じたことがある。彼らには兆候がある。深く入ると通信に静電が入る。見ていないときに緩むバルブ。あなたが固定した場所にない道具。彼らは偉大な墓であり、適切に冷たく眠らせておくべきだ。""",,- エンセラ・'ブーマー'・ブラックボーン、スペーサー,,
abandoned_station3,GALLERY,放棄されたステーション,"ほとんどの放棄されたステーションは、ずっと前に略奪されました。残っているのは、崩れた帝国の剥ぎ取られた基盤です。ねじれたスパー、ひび割れたアグラブプレート、粉々になった機械、そして熱サイクルで壊れた継ぎ目。

数人の密輸業者や闇市場の商人は、これらのステーションの長く静かな軌道をドロップポイントとして利用しています。十数の死体とコアのシャトルは、悪化した取引の一般的な兆候です。",,,,
jangala_station,GALLERY,ジャンガラステーション,軌道上のメガシティ、海軍造船所、港; コルバスの軸で、宇宙船の交通で溢れています。古代の修理ゲートは、腐食した工業ハンガーの間にひそんでおり、実験室のリングや支援モジュールの影に隠れています。さらに上には、商業ベイとメトロプレックス地区が武器ポッドで覆われたC&Cの尖塔によって管理されています。,,,,
industrial_megafacility,GALLERY,産業メガ施設,重工業製造は、ドメインの遺跡から回収された巨大なナノフォージに依存していました。しかし、その出力品質はサイクルを重ねるごとに劣化しました。ナノスケールの腐敗は、マクロスケールの欠陥を引き起こしました。多くの出力は粗い方法で修理されなければならず、多くは廃棄され、老朽化したフォージが常に渇望する精製された原料として再利用されました。,,,,
terran_orbit,GALLERY,テラノ軌道,"エリダニ・ユートピアテラフォーミング社の仕様は、理想的な人間環境とされる「テラノ」の基準を提供します。

自然の惑星環境が仕様から逸脱している多くの点は、氷小惑星の爆撃、軌道燃焼、生物改造された生態系、軌道メガ構造物、EUTが提供するその他の方法を含む技術的介入によって修正される可能性があります。",解除された,,,
pirate_station,GALLERY,海賊ステーション,"""混沌？いいえ、これは誠実さです。ここでは、誰かがあなたを殺したいと思っているなら、彼が動く前にその目に見えるでしょう。それよりも、どこかの異星のオフィスでコンピュータがあなたの空気供給が維持する価値がないと決定する方が悪い。""

残念ながら、私のガイドは次のシフトで死んでいるのが見つかりました。皮肉にも背中を撃たれました。",,,,
urban00,GALLERY,メトロプレックス 00,統計サンプリングによれば、セクター内のすべての経済活動のかなりの割合が「帳簿外」であり、そのかなりの部分が「海賊」やいわゆる「非文明化された」人口に向けられていることが示唆されています。コア自体の無登録人口については言うまでもありません。ペルセアンセクターの国勢調査は、最大で1桁のオーダーで誤っている可能性があります。想像してみてください！,解除された,,,
urban01,GALLERY,メトロプレックス 01,チコモズトクの人々、ペルセアンセクターの大多数の人口は、彼らの世界の眠っている地殻に爆破された広大な地下アーコロジーに住んでいました。この結合したハイブシティのクラスターは、改革と雇用を約束する強力なデマゴーグによって支配されることもあれば、支持者に戦利品を配分するテクノクラート-犯罪者の後援ネットワークによって支配されることもありました -- そして、彼らに賄賂を払っている者に影響を与えました。,解除された,,,
urban02,GALLERY,ケイ・アルコ,サイクロペンアーコロジーの下部構造が、メトロプレックスの遠いセグメントに向かって主要なリングチューブの窓から閃きました。汗と機械油の匂いで満たされた小さな乗客用リフトが、海中労働者のシフトが帰宅する際に動いていました。ケイ・アルコの高い腕の一瞬の閃光が、何千もの窓で輝いていましたが、再びカビの生えたプレートのぼやけで暗くなりました。,解除された,,,
urban03,GALLERY,ハイブシティ,チコモズトクのハイブは、時折暴動、抗議、または反乱によって封鎖されました。しかし、大きなフォージが宇宙船、機械、商品を生産し続ける限り、ヘゲモニーは人類のその大きなアンダーワールドに軽く干渉するだけでした。,,,,
orbital,GALLERY,軌道ステーション,"巨大な軌道ステーションは、造船所、居住区、工場、武器や物資の備蓄をホストしていました。

これらのプラットフォームは、人類の残りが星間の政治を組織し、ペルセアンセクター全体に軍事的および商業的な力を投影することを可能にしました。",,,,
mine,GALLERY,鉱山,"""それは古くからの物語です。私たちは、そこにある良いものを取り出して、他の誰かを豊かにするためにどこかに持っていかなければなりません。""

""悲惨な仕事ですが、確かに、対処する方法はあります。""",,,,
mairaath,GALLERY,マイラースの遺跡,"悪夢のような嵐が地球を取り巻き、殺された世界の灰をかき混ぜました。

マイラースの黙示録的な破壊の後でも、人類は依然として、絶え間ない風に吹き飛ばされた偉大な都市の壊れた殻の中に身を寄せていました。",,,,
eochu_bres,GALLERY,エオチュ・ブレス、ザナドゥ,輝くトライ・タキオン社のアーコロジーは、暴動のようなスラム街の広がりを見下ろしていました。会社の従業員は、高い都市ザナドゥでセキュリティドローンに守られて生まれ、生活し、死にましたが、低い都市では、何でも売買される絶望的な労働者の階級が住んでいました。,,,,
eochu_bres_landing,GALLERY,エオチュ・ブレス、スカイアルコ II,"輝くモノリスがきらめき、資本の槍が世界の不気味な肉体を突き刺しました。スカイアルコ IIはプリズマティックにそびえ立っています。

シャトルは、空気の支えリブによってファサードからある距離を保っている着陸パッドに着陸しました。それは信じられないほど薄く見えましたが、着陸後は山のようにしっかりとした感触がしました。",,,,
survey,GALLERY,惑星調査,"ペルセアンセカンドの周辺には、失われ、忘れ去られ、肉体から生まれた意識によって一度も見られなかった世界が満ちている。

そこには有毒な異星生命の緑の野原、窒素の雪で覆われた墓、うねるマグマと硫黄の大釜、そして生きた嵐でできた惑星がある。発見されるべき広大な富、星間飛行が不可能な野蛮な世界、そして侵入者に攻撃する準備が整った古代の戦争の武器が存在する。",解除された,,,
luddic_shrine,GALLERY,ルド教団の聖堂,"巡礼者たちはお茶、水、儀式の洗浄を提供された。空気は汗と香の香りで満ちていた。周囲には信仰と儀式の川が流れていた。
ペルセアンセクターでの生活の厳しさの中で、巡礼の厳しさと同様に、信者たちは崩壊によって残された真空の中に一種の平和と意味を見出した。",,,,
orbital_construction,GALLERY,軌道建設,セラモイドの外装は、永遠に続く失敗状態の中で徐々に剥がれ落ちた。金属の骨格が露出し、星風によって漂白され、磁場の脈動するダンス、軌道の振動、微小隕石のかじるようなシロッコが放出された。,,,,
dead_gate,GALLERY,死のゲート,"""人類はそれによって銀河の表面に散らばり、一つの言葉を話し、悪魔のゲートによって一つの世俗の法の体に団結した。しかし、我々は神の法を忘れてしまった。それはどんな核融合ランスよりも強力である！神は人類にこの宇宙におけるその位置を思い出させるだろう。""",,,,
active_gate,GALLERY,アクティブゲート,"それはアダマンティウム素材のハミングリングである。見る方法を知っていれば、センサーは高次元での微かな振動を検出できる。

それはほとんど聞こえない歌のようで、開かれるのを待っている扉である。",,,,
eventide,GALLERY,エヴェンタイド,エヴェンタイドの主要な家族は、快適な居住性を維持するために星の鏡とシェードを支援した。一方、恥をかいた貧しい人々は、厳しい気候変動が完全に耐えなければならない薄明かりの周辺に住んでいた。,,,,
volturn,GALLERY,ボルタルン、海の世界,ボルタルンの港は、大きな焦げたようなバージの緩いフローティラの上に建設された。荷下ろしをするスペーサーは厳格な警備官に尋問され、その後商人のコンコースに入ることを許可される。地味なスーツを着た商人たちは、忠誠のピンを襟に誇らしげに付け、到着する貨物マニフェストが載ったデータパッドを回していた。,,,,
space_bar,GALLERY,スペーサーバー,スペーサーバーは、人間の会話と楽しみのホワイトノイズで満ちていた。天井に取り付けられたプロジェクターからアドホロが静かにブンブンと音を立て、クルーが商人や地元の人々と交わり、飲み物と噂、仕事、コネクションを交換する中で、グラスやボトルを通して派手なハイライトが輝いていた。,,,,
pirate_bar,GALLERY,海賊バー,"""聞いたか？サラザールのクルーは、我々が臆病な土食いだと思っている。""
[叫び、ブーイング]
""私は言う、彼らは間違っている！我々は外に出て、死神がどちらに飛ぶかを見せてやろう！誰がついてくる？""
[歓声、踏み鳴らし、ガラスが割れる]",,,,
stellar_mirror,GALLERY,星の鏡,星のエネルギーを反射し集中させる超軽量の軌道ミラーアレイは、一般的なテラフォーミングツールであった。その使用技術は、ドメインの拡張の最盛期にエリダニ・ユートピアテラフォーミング社によって頂点に達した。,,,,
stellar_shade,GALLERY,星のシェード,エヴェンタイドの軌道における星のシェードと鏡の適切な配置により、慎重に維持された領域の大きなポケットで理想的な条件が整った。人口の大部分は、広大で明るい貴族のエステートプランテーションを囲む半影の弧とリングに建設された賃貸都市カントンに定住していた。,,,,
hegemony_bar,GALLERY,ヘゲモニー・スペーサーバー,壁にはコアワールドのすべてのボトルの下にタップの列が飾られており、他の場所からのものもいくつかあった。商人の船長たちは、バーで制服を着たスタッフにサービスされながら、休暇中の士官たちと交わった。隅の方では、一群の海軍士官候補生が叫び、歌い、最後の自由のシフトを楽しもうと必死だった。,,,,
sindria,GALLERY,シンドリア,ハイブシティは、アスコニア危機による難民の流入から決して回復しなかった。アンドラダは、軍事とその支援産業に資源を注ぎ込んだ。官僚やミルテックの体制に位置を見つけた幸運で忠実な者たちの足元には、絶望的な下層階級が育つことになる。,,,,
bar_diktat,GALLERY,シンドリア統合軍スペーサーバー,暗い入口は、通路の不快なプロパガンダ放送を残した。休暇中の労働者たちは、ディクタットの紋章の下に設置されたベンチで配給クレジットを飲み干した。隅の方では、きちんとした服を着た士官・官僚の一団がラウンドを呼びかけた。そしてここでも、シンドリアのライオンの額縁に入ったホロが天井を見守り、永遠に冷淡であった。,,,,
tritachyon_bar,GALLERY,トライ・タキオン・スペーサーバー,ラウンジは金色の幾何学模様で飾られていた。冷たいライトチューブで照らされた柱が空中に浮かんでいる。洗練されたキャリア志向の人々や、きちんとしたスーツを着た志望者たちが、ますますありえないカクテルを買いながら取引を交わしていた。数人の宇宙飛行士が低い席で静かに飲んでおり、天井から迫り来る抽象アートかホロプロジェクション装置を不安そうに見つめていた。,,,,
gilead,GALLERY,ギレアド,"ギレアドの顔は、純粋な絹の雲、青い海、穏やかで起伏のある大地の緑豊かな大陸の背後で微笑んでいた。

教会は厳格な庭師として君臨し、ルッドがかつて踏みしめた地を敬い、義務を果たすことを確保していた。",,,,
jangala_shrine,GALLERY,ジャンガラの神殿,まるで成長しすぎた彫像の庭のような姿があった。形は成長で水ぶくれになり、果実を重くぶら下げたつるに覆われていた。一つが動いた。それは風ではなく、ハズスーツなしでさらされた巡礼者だった。他にも、敵対的な異星生命の中で軽いローブだけを着た者たちがいた。簡単に捕らえられた。,,,,
hesperus,GALLERY,ヘスペルス,"修道院は、世界を包み込む氷に押し込まれた火山の州を囲む崇高な岬にしがみついていた。ルッドの騎士たちのバンカー、重砲台、ミサイルサイロは見えなかった。

現職の長老オルビスは、移動する氷原に特別経済区をいくつか宣言した。これらは歓迎の信号を発し、外部の商人を港に呼び寄せていた。",,,,
hesperus_shrine,GALLERY,ヘスペルスの神殿,床は、ルッドの騎士たちが戦い、死んだ世界の多様な大気によって複雑な模様に風化した装甲板の溶接されたフィールドだった。ニッチには、無数の頭蓋骨のように空のヘルメットが置かれていた。,,,,
killa_shrine,GALLERY,キラの神殿,"空のソケット、肋骨、大腿骨、脊椎が凹みに置かれ、柱に組み込まれ、すべての表面を覆っていた。ほこりは崩れた体、骨から来ていた。

ベールのように、それは世界の低重力を克服して近真空に浮かぶのに十分な静電場の中でゆっくりと揺れ動いた。",,,,
volturn_shrine,GALLERY,ボルターニュの神殿,銃器、爆発物、手榴弾、セルマグで満たされていた。箱やラックが高く積まれていた。神殿自体は、巨大な水の塊を押さえつける丸いビューポートの下に設置されていた。数本のろうそくが、死んだ仲間たちの中でさえもまともな明かりを保とうと奮闘していた。,,,,
volturn_shrine_fake,GALLERY,ボルターニュの神殿、偽,"裏の部屋の奥に置かれた悲しいもので、ルッドの苦難の画像が彫られた木製の中心部の周りにろうそくが並んでいた。ろうそくは死んでおり、神殿は汚れたポートホールの光だけで照らされていた。

「私たちにはあまり訪問者がいないのです」と、司祭は言った。",,,,
protest,GALLERY,抗議,治安部隊の着実な前進が抗議の列を崩し、ショックプロッドが muffled shouts と silent screaming に応じて上下した。ドローンがレーザー光を点滅させながら、もがく姿に拘束用フォームを展開した。拳、サイン、手工具は、パワーアーマーを着た士官に対して無力だった。,,,,
raid_prepare,GALLERY,襲撃の準備,各小隊は手術のように冷静かつ正確に準備を進めた。アクセスポイントを突破する爆薬が爆発すると、地獄が押し寄せる準備が整った。ほこりや破片、武器の発射による火の閃光が渦巻く嵐の中へと。,,,,
raid_valuables_result,GALLERY,貴重品の襲撃,鈍い音が、ほぼ超音速で装甲の塊を通して感じられた。突破用の爆薬。海兵隊がついに金庫を破ったとき、それは音と光の圧倒的な力であった。スーツを着ていない人間は感覚への攻撃に耐えることができなかった。彼らは目を奪われ、ショックを受けていた。,,,,
raid_disrupt_result,GALLERY,妨害襲撃,襲撃はわずか数分の混乱に基づいていた。半球全体の通信が静電気でひび割れ、タイトビームリレーだけが、チャフと妨害の雲の中でEM散乱の雨を貫通できた。死傷者報告が寄せられ、ブリッジのディスプレイは血の光を放ちながらその体積を満たしていった。,,,,
raid_covert_result,GALLERY,隠密襲撃,海兵隊の小隊は撤退し、破損した隔壁と断続的な反撃の中で鳴り響く警報を残した。最後の襲撃者シャトルが離陸する際、MUNISECはまだ港を封鎖するために動員されていた。そのジェットは、漏れ出る大気と混ざり合うほこりを巻き上げた。,,,,
kazeron,GALLERY,カゼロン,カゼロンはエキゾチックな金属が豊富で、かつてのガス巨人のコアが古代の天体の大災害で吹き飛ばされたものであった。その産業基盤は、ドメインのペルセアン前線の重機やテラフォーミングプラントに供給するために構築され、すぐに戦艦を建造するために適応された。これにより、第14戦闘群は一時的に足を止めた。,,,,
fikenhild,GALLERY,フィケンヒルド,小さな海の月フィケンヒルドは、システムの政治的中心であり、王の座とペルセアン連盟の代表の地であった。大きな浮遊アーコロジーは昼夜を問わず輝き、西方の高名なホロエンターテインメントスタジオの家となっていた。,,,,
ilm,GALLERY,イルム,企業の町以上に、イルムは企業の世界であり、上空の軌道安全プラットフォームから、地殻深くに掘られた遠隔操作の鉱山まで広がっていた。半軍事化された企業の取締役会によって支配されており、投資家の身元は公にされていなかったが、最も偏執的でない憶測はリーグとトライ・タキオンの資本の混合を支持していた。,,,,
teahouse,GALLERY,ルド茶屋,麻薬取締官の暴力団員が入ってくる者全てを見下ろしていた。彼らはいつでもこの場所を閉鎖できたが、茶屋兼スピークイージーは聖戦に必要な商業の導管を提供していた。内部は薄暗く混雑しており、薬物の煙と安酒の悪臭が現代の酵素石鹸に対する軽蔑と競い合っていた。,,,,
mazalot,GALLERY,マザロット,"彼らはあなたを漆喰で塗られたレンガと腐食した廃材の町へと導いた。明るい塗装と豊かな庭が、なんとか衰退の感覚を抑え込んでいた。

やがて、あなたは彫刻された金属の大きな扉の前に立っていた。武装した別の二人の過激派が出迎えた。最も上位の者がマスクを下ろした。",,,,
chalcedon,GALLERY,カルケドン,"カルケドンの建築は表面でサイクロペニズムに傾いていた。下では、嵐から守られた同じ安価なプレハブが、セクターの貧しい世界で見られた。

雨は不快な流れを導管に沿って滑り落ち、カビの生えた天蓋に溜まった。空の弱々しい光は平坦な濁りに拡散していた。",,,,
sentinel,GALLERY,センチネル、失われたコロニー,整然とした低い構造物の集まりがあり、土木工事と鍛造ガラスで点在する船体パネルがベントを生やしていた。通りは清潔で、市民は職務によって制服を着ていた。外部者をじっと見つめながらも、彼らは任務を怠ることはなかった。,,,,
sentinel2,GALLERY,センチネル、発見されたコロニー,"繁栄しているとは言えないが、センチネルのコロニーはヘゲモニーとの再統合後に新たな希望とエネルギーを得た。

市民は勤勉で、秩序正しく、規律があった。彼らはエヴェンタイドの古参からの静かな反対にもかかわらず、良い士官候補になるだろうと考えられていた。",,,,
gate_hauler1,GALLERY,ゲートホーラーの発見,"時を超えたリヴァイアサンであり、ポストドメイン・パーシアンセクターでの描写からすぐに馴染みがある。その威厳ある力は士官と乗組員を静め、謙虚にさせる。彼らは、かつて空を支配していた雷鳴のような残酷な神の死体の前に立っているかのように、畏敬の念を抱かせる。

それを目覚めさせ、神聖に触れることは、冒涜と聖別の間に位置する必要がある。",,,,
gate_hauler2,GALLERY,飛行中のゲートホーラー,これらは、遠くの星々の間にほぼ瞬時の接続を確立するゲートを運ぶ巨大な自動星艦であった。数え切れない孤独なサイクルの旅の後、ゲートは新しいシステムに設置され、起動され、資源、データ、経験を求める新参者の爆発を吐き出し、人間ドメインの壮大な経済と文化を育むことになる。,解除された,,,
bombard_prepare,GALLERY, bombardmentの準備をせよ,"""命令に従っているだけなら、私が慣習に逆らっているわけではない。それは艦長の責任だ。そうだろう？""",,,,
bombard_tactical_result,GALLERY,戦術的爆撃,"空中に浮かぶディスプレイ上に、空洞のアイコンが死んだターゲットを表していた。最後のアイコンは、満ちた赤から醜い茶色に消えた。

微妙なジェスチャーで画像が崩れ、アイコンは一斉に消えた。ホロマトリックスは雪のように舞い、ナビモードに再形成され、艦隊は低軌道で待機していた。",,,,
bombard_saturation_result,GALLERY,飽和爆撃,"ロケが深淵から来たとき /
最初の世界を焼き尽くし /
二番目は一発の銃声もなく奪い /
三番目-気をつけろ、彼がいる！",,,,
crew_leaving,GALLERY,乗組員の支払い未払い,"""契約は真空を吸い込むことができる。クレジットがなければ、乗組員もいない。""",,,,
nav_buoy,GALLERY,ナビブイ,ドメイン時代に遡るナビゲーションブイは、ローカルシステムのハイパーフィールド地形を監視していた。テレメトリーは艦隊のドライブバブルを設定し調整するのに非常に役立った。,,,,
free_orbit,GALLERY,自由軌道,"私は彼が何度もそこに戻ってくる理由を尋ねた。古い宇宙飛行士は答えるまでに長い時間がかかった。

「それは清潔だからだ」と彼は言った。",,,,
sensor_array,GALLERY,センサーアレイ,ドメイン時代のアレイは、全体の星系を受動的に監視することができ、友好的な艦隊への暗号化されたリアルタイムFTLデータ送信が可能な送信機を備えていた。このテレメトリーは艦隊ベースのセンサーを補完し、実質的にその能力と範囲を増加させる。,,,,
sensor_array_makeshift,GALLERY,センサーアレイ（簡易型）,崩壊後の技術を用いて作られた簡易センサーアレイは、星系全体を受動的に監視していました。搭載された送信機は、友好的な艦隊への暗号化されたリアルタイムのFTLデータ送信が可能でした。このテレメトリーは艦隊ベースのセンサーを補完し、実質的にその能力と範囲を増加させました。,,,,
galatia_academy,GALLERY,ガラティアアカデミー,ガラティアアカデミーはペルセアン星域で最も権威のある大学です。学長のオフィスは教育と研究を指導し、卒業生を活用して新しい世代の最も優秀な学生、あるいは最も裕福な学生に影響を与えます。,,,,
fusion_lamp,GALLERY,フュージョンランプ,"""あまり感心しないでください、歩行者。これは神の最初の日の薄い模倣です。""",,,,
salvor_ruins,GALLERY,廃墟のサルヴァー,"最初は空っぽに見えました。決して満たされることのない巨大な墓です。

ドローン搭載のレーダーが幽霊のようなスキーマを描き、スーツのライトが反響する空間にビームを重ね、開口部によって舞い上がった塵やガスを捉えました。ケーブルは暗闇の中で輝き、長い金庫の列に沿って這っていました。",,,,
salvor_explore_hull,GALLERY,放棄された探索,"""元サルヴァーは年寄りか金持ちのどちらかだと言われており、両方ではない。""",,,,
dead_zero_g,GALLERY,ゼロGの死,"""最悪なのは、パーツを見つけることです。外に出ている凍ったり焼かれたりしたものではなく、戻るまでくっついている部分です。""

""最初はあまり匂いがしませんが、数シフト後にはすべての装備にミルグレードのデハズをかける必要があります。耐えられません。""",,- ボラ・シデレアル、サルヴァー,,
cache_large,GALLERY,大規模キャッシュ,"巨大な構造物がそびえ立ち、その船体の単一の面は無数の宇宙の風化サイクルによって傷ついていました。ハンガーは貴重な商品を隠すのに十分な大きさでした。
あるいは、適度なサイズの艦隊かもしれません。",,,,
tartessus,GALLERY,タルテッサス、聖なる出エジプトの大聖堂,"あなたはついに聖なる出エジプトの大聖堂のアーチの下の広場で一緒に立っていました。

""そして、残念ながら、いくつかの異端的な教義の考えの座です。""と彼は低い声で言いました。",,,,
cathedral_skyline,GALLERY,聖なる出エジプトの大聖堂,"そびえ立つ柱の間には、初期のルド難民船の回収された着陸ポッドが取り付けられ、今や金庫に統合され、金色と緑色で塗装され、キャンドルや吊るされたガラスの装飾で飾られ、太陽の光を破り、高い窓の列を通して無限に屈折する何千もの虹の破片に変えていました。

それは光の恍惚であり、独自の銀河でした。",,,,
abyssal_light,GALLERY,アビサルライト,冷たい光がビュースクリーンを満たし、ハイパースペースの深淵の完全な暗闇に対して際立っていました。それは脈打つように見え、暗くなったり明るくなったりし、明確なパターンに従っていませんでした。それは炎のようにちらつくことも、通信信号の故障のようにちらつくこともなく、意識の最も端でひらひらしている何かのようでした...,,,,
abyssal_light2,GALLERY,アビサルライト遭遇,"冷たい光が主表示に現れ始めました。微妙な脈動が注意を引きました。

警報の呼びかけ、赤いフレア、そしてブリッジの士官たちが表示インターフェースに広がる警告の噴出を受け止めるための一時停止がありました。",,,,
shrouded_weapon_assembly,GALLERY,エキゾチック武器アセンブリ,ハザードスーツを着た技術者たちが封じ込め機械を手入れし、チューブやワイヤーのコイルをまたいでいました。簡易部品の混乱が共通のマイクロフォージライブラリから引き出され、その後分解されてこの異常でさえ特異な用途で動作するように再設計されました。,,,,
cargo_pod_drift,GALLERY,貨物ポッド,"しばしば回収可能な商品や稼働中のクリオポッドで満たされている、オープンスペースにある一握りの貨物ポッドは、 scavengers にとって魅力的なターゲットです。

海賊から逃げる貿易コンボイは、時には追跡者がエンジンを停止し、簡単な略奪に満足することを期待して貨物を投棄することがあります。",,,,
coronal_tap,GALLERY,コロナルタップ（内部）,これらのメガストラクチャーはかつてドメインの計り知れない産業力を支えており、人類文明をカルダシェフタイプIIの地位に押し上げました。これは、リンクされた星から天文学的な規模でエネルギーを直接抽出することができます。,,,,
coronal_tap2,GALLERY,コロナルタップ（外部）,これらのメガストラクチャーはかつてドメインの計り知れない産業力を支えており、人類文明をカルダシェフタイプIIの地位に押し上げました。これは、リンクされた星から天文学的な規模でエネルギーを直接抽出することができます。,,,,
cryosleeper_interior,GALLERY,クリオスリーパー,"""ドメインの時代に安らかに眠りから目覚めた者たちは、おそらく最も迷子になっている者たちです。多くの者は、豊かなフロンティアの果てに自分たちが住むことを想像していましたが、全ての者がそうではありませんでした。彼らは、かつて知っていた全てを置き去りにすることを受け入れました。今、彼らは全ての参照から切り離され、歴史の中で漂流しています。""",,- 歴史家,,
generic_probe,GALLERY,無人プローブ,これは、研究、調査、監視に使用される一般的なクラスのプローブであり、民間企業や研究機関で使用されるハードウェアの一種です。しばしば、機会を狙う scavenger を招かないためにアクティブなトランスポンダーなしで運用され、アクティブなピングは、インターファクショナル商法およびほとんどの信頼できる保険会社によって要求されるIDパケットを返します。,,,,
module_large1_lowtech,SHIP,重火器と中型ミサイル火力に特化したステーションモジュールで、小型艦船を容易に蒸発させる一方で、巡洋艦や主力艦に距離を保つ良い理由を与えます。この頑丈で装甲のしっかりした構造は、フロンティアナノフォージの出力に典型的な低忠実度の建設との互換性を最大化するように設計されています。,,,,,
module_large2_lowtech,SHIP,二つの宇宙戦闘機ウィングハンガーと関連する支援施設を介して近接ボリュームの電力投影のために設計されたステーションモジュールです。尊敬に値する火器と中型ミサイル火力によって防御されており、これはフロンティアナノフォージの出力に典型的な低忠実度の建設との互換性を最大化するように設計された、頑丈で装甲のしっかりした構造です。,,,,,
module_armour1,SHIP,"重バトルステーションの装甲は、サイト固有の要件に合わせてモジュール式の部品からさまざまな形で組み立てられます。主構造は、重爆撃の条件下でのみ貫通され、超硬ナノフォージセラミック金属複合ブロックで満たされたカスタムの半柔軟高張力ラティスで構成されています。その上には、発泡金属と多層の犠牲/反射アブレーションスキンで構成された「ラップ」の交互の層が置かれています。

このユニットは、クラシックなシェブロン配置を示しています。",,,,,
module_armour2,SHIP,"重バトルステーションの装甲は、サイト固有の要件に合わせてモジュール式の部品からさまざまな形で組み立てられます。主構造は、重爆撃の条件下でのみ貫通され、超硬ナノフォージセラミック金属複合ブロックで満たされたカスタムの半柔軟高張力ラティスで構成されています。その上には、発泡金属と多層の犠牲/反射アブレーションスキンで構成された「ラップ」の交互の層が置かれています。

このユニットは拡大されたシェブロン配置です。",,,,,
module_bastion1_lowtech,SHIP,ポイント防御バスティオンは、通常、ステーションの主ボリュームから延長された大きなブームに取り付けられ、ストライク機、ミサイル、フリゲートに対する防御を強化します。この頑丈で装甲のしっかりした構造は、フロンティアナノフォージの出力に典型的な低忠実度の建設との互換性を最大化するように設計されています。,,,,,
module_citadel1_lowtech,SHIP,重火器に特化したシタデルで、重戦艦に相当する横火力と独自の自己完結型フラックスグリッドを搭載しています。通常、ステーションの主ボリュームから延長されたスパーに配置され、重複する射撃範囲を提供し、災害が発生した場合には親ステーションへの損害を最小限に抑えます。この頑丈で装甲のしっかりした構造は、フロンティアナノフォージの出力に典型的な低忠実度の建設との互換性を最大化するように設計されています。,,,,,
module_blocker2b,SHIP,ステーションの主バッテリーの側面を保護するために使用される装甲スパーで、この防御要素は、頑丈でありながら比較的柔軟な構造ラティスに取り付けられたモジュール式のナノフォージ部品で構成されています。ステーションの装甲は、硬さ、偏向、衝撃吸収、熱分散の理想的な妥協点を見つけるように設計されており、一般的に、宇宙船に合理的に搭載できるよりも寛大な質量許容を許可します。,,,,,
module_midline_broadside,SHIP,非常に重いステーション防御横火力モジュールで、このコンポーネントだけで、標準的なライン戦艦2隻に匹敵する火力を示します。組み合わせたマウントステーションセグメント - これとカウンターウェイト防御および装甲モジュールを含む - は、通常よりも高い回転速度で運用され、迅速な目標到達/回収サイクルを可能にします。,,,,,
module_midline_support,SHIP,複数の戦闘機ベイとミサイル発射ポイントを搭載することで、ステーションのローカルボリュームの電力投影を強化するために設計された戦闘機支援ステーションモジュールです。これは比較的柔らかいターゲットですが、尊敬に値するポイント防御と装甲ハンガーを含んでいます。弾薬庫、専門の現場鍛冶場、孤立した戦闘電力システムが内側に配置されています。,,,,,
module_midline_bastion,SHIP,ミサイル支援バスティオンは、より大きなバトルステーションやスター要塞に取り付けて防御を強化することができます。このユニットは、圧力を維持し、ミサイル攻撃の機会を利用することで、他の直接火力に特化したモジュールをサポートするように設計されています。尊敬に値するポイント防御アレイはストライクファイターを抑制し、重装甲は重爆撃下での中断のない運用を可能にします。,,,,,
module_hightech_shield,SHIP,全ステーション防御マトリックスの専門コンポーネントとして機能するように設計された専用の高度なシールドモジュールです。独自の孤立した戦闘リアクターとフラックスグリッドを持つ専門のシールドモジュールは、火力モジュールが防御を落とさずにフラックスを排出できるようにします。このモジュールは常にペアで回転シャーシに取り付けられ、ステーションシールドがハードフラックスを交互に排出できるようにし、理論的には侵入不可能な防御を作成します。,,,,,
module_blocker2c,SHIP,高度な装甲スパーで、洗練されたナノフォージ技術を活用しています。このモジュールのプレーティングは、準結晶の異常な特性と3Dナノチューブメッシュを利用しています。このハイテク材料科学は、質量と体積が少ない装甲相当を可能にしますが、利点は製造と組み立てプロセスの煩雑さによってやや相殺されます。このモジュールを構築し、戦闘ダメージを受けた後に交換部品を再統合するには、専門の技術者が必要です。,,,,,
module_hightech_hangar,SHIP,四つの戦闘機ウィングを展開して近接ボリュームの戦闘に優位に立つことができる高度なハンガーモジュールです。専門化の哲学により、このモジュールには独自のシールドモジュールはありません; 全ステーション防御マトリックス内で機能するように設計されています。それでも、軽い軍艦を抑制するのに十分な指向エネルギー火力が搭載されています。戦闘機リコールデバイスを統合しており、これは元々アストラルクラスキャリアのために作られた専門システムです。,,,,,
module_hightech_attack,SHIP,高度なエネルギー兵器バッテリーで、この専門のステーション防御モジュールは長距離火力を提供します。全ステーション防御マトリックスの設計哲学により、シールドエミッターは含まれていません; これは、孤立した戦闘リアクターとフラックスグリッドが攻撃的な武器システムに完全に専念できることを意味します。,,,,,
